"timestamp","source","message"
"2024-12-18T16:27:36.817Z","HQ-ISM-T01","Cryptographic operation.\\n\\nSubject:\\n	Security ID:		S-1-5-18\\n	Account Name:		HQ-ISM-T01$\\n	Account Domain:		AWASHTEST\\n	Logon ID:		0x3E7\\n\\nCryptographic Parameters:\\n	Provider Name:	Microsoft Software Key Storage Provider\\n	Algorithm Name:	SP800_108_CTR_HMAC\\n	Key Name:	iisCngConfigurationKey\\n	Key Type:	Machine key.\\n\\nCryptographic Operation:\\n	Operation:	Open Key.\\n	Return Code:	0x0"
"2024-12-18T16:27:36.827Z","HQ-ISM-T01","Key file operation.\\n\\nSubject:\\n	Security ID:		S-1-5-18\\n	Account Name:		HQ-ISM-T01$\\n	Account Domain:		AWASHTEST\\n	Logon ID:		0x3E7\\n\\nProcess Information:\\n	Process ID:		9112\\n	Process Creation Time:	â2024â-â12â-â16T07:57:48.219103200Z\\n\\nCryptographic Parameters:\\n	Provider Name:	Microsoft Software Key Storage Provider\\n	Algorithm Name:	UNKNOWN\\n	Key Name:	iisCngConfigurationKey\\n	Key Type:	Machine key.\\n\\nKey File Operation Information:\\n	File Path:	C:\ProgramData\Microsoft\Crypto\Keys\f0e91f6485ac2d09485e4ec18135601e_23c54d43-3873-4fc2-b39a-6c9c57c2b740\\n	Operation:	Read persisted key from file.\\n	Return Code:	0x0"
"2024-12-18T16:27:36.828Z","HQ-ISM-T01","Cryptographic operation.\\n\\nSubject:\\n	Security ID:		S-1-5-18\\n	Account Name:		HQ-ISM-T01$\\n	Account Domain:		AWASHTEST\\n	Logon ID:		0x3E7\\n\\nCryptographic Parameters:\\n	Provider Name:	Microsoft Software Key Storage Provider\\n	Algorithm Name:	SP800_108_CTR_HMAC\\n	Key Name:	iisCngConfigurationKey\\n	Key Type:	Machine key.\\n\\nCryptographic Operation:\\n	Operation:	Open Key.\\n	Return Code:	0x0"
"2024-12-18T16:27:46.935Z","HQ-ISM-T01","Key file operation.\\n\\nSubject:\\n	Security ID:		S-1-5-18\\n	Account Name:		HQ-ISM-T01$\\n	Account Domain:		AWASHTEST\\n	Logon ID:		0x3E7\\n\\nProcess Information:\\n	Process ID:		9112\\n	Process Creation Time:	â2024â-â12â-â16T07:57:48.219103200Z\\n\\nCryptographic Parameters:\\n	Provider Name:	Microsoft Software Key Storage Provider\\n	Algorithm Name:	UNKNOWN\\n	Key Name:	iisCngConfigurationKey\\n	Key Type:	Machine key.\\n\\nKey File Operation Information:\\n	File Path:	C:\ProgramData\Microsoft\Crypto\Keys\f0e91f6485ac2d09485e4ec18135601e_23c54d43-3873-4fc2-b39a-6c9c57c2b740\\n	Operation:	Read persisted key from file.\\n	Return Code:	0x0"
"2024-12-18T16:27:46.946Z","HQ-ISM-T01","Key file operation.\\n\\nSubject:\\n	Security ID:		S-1-5-18\\n	Account Name:		HQ-ISM-T01$\\n	Account Domain:		AWASHTEST\\n	Logon ID:		0x3E7\\n\\nProcess Information:\\n	Process ID:		9112\\n	Process Creation Time:	â2024â-â12â-â16T07:57:48.219103200Z\\n\\nCryptographic Parameters:\\n	Provider Name:	Microsoft Software Key Storage Provider\\n	Algorithm Name:	UNKNOWN\\n	Key Name:	iisCngConfigurationKey\\n	Key Type:	Machine key.\\n\\nKey File Operation Information:\\n	File Path:	C:\ProgramData\Microsoft\Crypto\Keys\f0e91f6485ac2d09485e4ec18135601e_23c54d43-3873-4fc2-b39a-6c9c57c2b740\\n	Operation:	Read persisted key from file.\\n	Return Code:	0x0"
"2024-12-18T16:27:46.936Z","HQ-ISM-T01","Cryptographic operation.\\n\\nSubject:\\n	Security ID:		S-1-5-18\\n	Account Name:		HQ-ISM-T01$\\n	Account Domain:		AWASHTEST\\n	Logon ID:		0x3E7\\n\\nCryptographic Parameters:\\n	Provider Name:	Microsoft Software Key Storage Provider\\n	Algorithm Name:	SP800_108_CTR_HMAC\\n	Key Name:	iisCngConfigurationKey\\n	Key Type:	Machine key.\\n\\nCryptographic Operation:\\n	Operation:	Open Key.\\n	Return Code:	0x0"
"2024-12-18T16:27:46.946Z","HQ-ISM-T01","Cryptographic operation.\\n\\nSubject:\\n	Security ID:		S-1-5-18\\n	Account Name:		HQ-ISM-T01$\\n	Account Domain:		AWASHTEST\\n	Logon ID:		0x3E7\\n\\nCryptographic Parameters:\\n	Provider Name:	Microsoft Software Key Storage Provider\\n	Algorithm Name:	SP800_108_CTR_HMAC\\n	Key Name:	iisCngConfigurationKey\\n	Key Type:	Machine key.\\n\\nCryptographic Operation:\\n	Operation:	Open Key.\\n	Return Code:	0x0"
"2024-12-18T16:28:17.253Z","HQ-ISM-T01","Key file operation.\\n\\nSubject:\\n	Security ID:		S-1-5-18\\n	Account Name:		HQ-ISM-T01$\\n	Account Domain:		AWASHTEST\\n	Logon ID:		0x3E7\\n\\nProcess Information:\\n	Process ID:		9112\\n	Process Creation Time:	â2024â-â12â-â16T07:57:48.219103200Z\\n\\nCryptographic Parameters:\\n	Provider Name:	Microsoft Software Key Storage Provider\\n	Algorithm Name:	UNKNOWN\\n	Key Name:	iisCngConfigurationKey\\n	Key Type:	Machine key.\\n\\nKey File Operation Information:\\n	File Path:	C:\ProgramData\Microsoft\Crypto\Keys\f0e91f6485ac2d09485e4ec18135601e_23c54d43-3873-4fc2-b39a-6c9c57c2b740\\n	Operation:	Read persisted key from file.\\n	Return Code:	0x0"
"2024-12-18T16:28:17.253Z","HQ-ISM-T01","Cryptographic operation.\\n\\nSubject:\\n	Security ID:		S-1-5-18\\n	Account Name:		HQ-ISM-T01$\\n	Account Domain:		AWASHTEST\\n	Logon ID:		0x3E7\\n\\nCryptographic Parameters:\\n	Provider Name:	Microsoft Software Key Storage Provider\\n	Algorithm Name:	SP800_108_CTR_HMAC\\n	Key Name:	iisCngConfigurationKey\\n	Key Type:	Machine key.\\n\\nCryptographic Operation:\\n	Operation:	Open Key.\\n	Return Code:	0x0"
"2024-12-18T16:28:17.264Z","HQ-ISM-T01","Key file operation.\\n\\nSubject:\\n	Security ID:		S-1-5-18\\n	Account Name:		HQ-ISM-T01$\\n	Account Domain:		AWASHTEST\\n	Logon ID:		0x3E7\\n\\nProcess Information:\\n	Process ID:		9112\\n	Process Creation Time:	â2024â-â12â-â16T07:57:48.219103200Z\\n\\nCryptographic Parameters:\\n	Provider Name:	Microsoft Software Key Storage Provider\\n	Algorithm Name:	UNKNOWN\\n	Key Name:	iisCngConfigurationKey\\n	Key Type:	Machine key.\\n\\nKey File Operation Information:\\n	File Path:	C:\ProgramData\Microsoft\Crypto\Keys\f0e91f6485ac2d09485e4ec18135601e_23c54d43-3873-4fc2-b39a-6c9c57c2b740\\n	Operation:	Read persisted key from file.\\n	Return Code:	0x0"
"2024-12-18T16:28:17.264Z","HQ-ISM-T01","Cryptographic operation.\\n\\nSubject:\\n	Security ID:		S-1-5-18\\n	Account Name:		HQ-ISM-T01$\\n	Account Domain:		AWASHTEST\\n	Logon ID:		0x3E7\\n\\nCryptographic Parameters:\\n	Provider Name:	Microsoft Software Key Storage Provider\\n	Algorithm Name:	SP800_108_CTR_HMAC\\n	Key Name:	iisCngConfigurationKey\\n	Key Type:	Machine key.\\n\\nCryptographic Operation:\\n	Operation:	Open Key.\\n	Return Code:	0x0"
"2024-12-18T16:27:57.031Z","HQ-ISM-T01","Cryptographic operation.\\n\\nSubject:\\n	Security ID:		S-1-5-18\\n	Account Name:		HQ-ISM-T01$\\n	Account Domain:		AWASHTEST\\n	Logon ID:		0x3E7\\n\\nCryptographic Parameters:\\n	Provider Name:	Microsoft Software Key Storage Provider\\n	Algorithm Name:	SP800_108_CTR_HMAC\\n	Key Name:	iisCngConfigurationKey\\n	Key Type:	Machine key.\\n\\nCryptographic Operation:\\n	Operation:	Open Key.\\n	Return Code:	0x0"
"2024-12-18T16:27:57.031Z","HQ-ISM-T01","Key file operation.\\n\\nSubject:\\n	Security ID:		S-1-5-18\\n	Account Name:		HQ-ISM-T01$\\n	Account Domain:		AWASHTEST\\n	Logon ID:		0x3E7\\n\\nProcess Information:\\n	Process ID:		9112\\n	Process Creation Time:	â2024â-â12â-â16T07:57:48.219103200Z\\n\\nCryptographic Parameters:\\n	Provider Name:	Microsoft Software Key Storage Provider\\n	Algorithm Name:	UNKNOWN\\n	Key Name:	iisCngConfigurationKey\\n	Key Type:	Machine key.\\n\\nKey File Operation Information:\\n	File Path:	C:\ProgramData\Microsoft\Crypto\Keys\f0e91f6485ac2d09485e4ec18135601e_23c54d43-3873-4fc2-b39a-6c9c57c2b740\\n	Operation:	Read persisted key from file.\\n	Return Code:	0x0"
"2024-12-18T16:27:57.042Z","HQ-ISM-T01","Key file operation.\\n\\nSubject:\\n	Security ID:		S-1-5-18\\n	Account Name:		HQ-ISM-T01$\\n	Account Domain:		AWASHTEST\\n	Logon ID:		0x3E7\\n\\nProcess Information:\\n	Process ID:		9112\\n	Process Creation Time:	â2024â-â12â-â16T07:57:48.219103200Z\\n\\nCryptographic Parameters:\\n	Provider Name:	Microsoft Software Key Storage Provider\\n	Algorithm Name:	UNKNOWN\\n	Key Name:	iisCngConfigurationKey\\n	Key Type:	Machine key.\\n\\nKey File Operation Information:\\n	File Path:	C:\ProgramData\Microsoft\Crypto\Keys\f0e91f6485ac2d09485e4ec18135601e_23c54d43-3873-4fc2-b39a-6c9c57c2b740\\n	Operation:	Read persisted key from file.\\n	Return Code:	0x0"
"2024-12-18T16:27:57.042Z","HQ-ISM-T01","Cryptographic operation.\\n\\nSubject:\\n	Security ID:		S-1-5-18\\n	Account Name:		HQ-ISM-T01$\\n	Account Domain:		AWASHTEST\\n	Logon ID:		0x3E7\\n\\nCryptographic Parameters:\\n	Provider Name:	Microsoft Software Key Storage Provider\\n	Algorithm Name:	SP800_108_CTR_HMAC\\n	Key Name:	iisCngConfigurationKey\\n	Key Type:	Machine key.\\n\\nCryptographic Operation:\\n	Operation:	Open Key.\\n	Return Code:	0x0"
"2024-12-18T16:27:32.282Z","HQ-ISM-T01","An account failed to log on.\\n\\nSubject:\\n	Security ID:		S-1-0-0\\n	Account Name:		-\\n	Account Domain:		-\\n	Logon ID:		0x0\\n\\nLogon Type:			3\\n\\nAccount For Which Logon Failed:\\n	Security ID:		S-1-0-0\\n	Account Name:		ermiasam\\n	Account Domain:		awashtest.local\\n\\nFailure Information:\\n	Failure Reason:		An Error occured during Logon.\\n	Status:			0xC000005E\\n	Sub Status:		0x0\\n\\nProcess Information:\\n	Caller Process ID:	0x0\\n	Caller Process Name:	-\\n\\nNetwork Information:\\n	Workstation Name:	HQ-SOW-002\\n	Source Network Address:	10.10.200.13\\n	Source Port:		54184\\n\\nDetailed Authentication Information:\\n	Logon Process:		NtLmSsp \\n	Authentication Package:	NTLM\\n	Transited Services:	-\\n	Package Name (NTLM only):	-\\n	Key Length:		0\\n\\nThis event is generated when a logon request fails. It is generated on the computer where access was attempted.\\n\\nThe Subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.\\n\\nThe Logon Type field indicates the kind of logon that was requested. The most common types are 2 (interactive) and 3 (network).\\n\\nThe Process Information fields indicate which account and process on the system requested the logon.\\n\\nThe Network Information fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.\\n\\nThe authentication information fields provide detailed information about this specific logon request.\\n	- Transited services indicate which intermediate services have participated in this logon request.\\n	- Package name indicates which sub-protocol was used among the NTLM protocols.\\n	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
